name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,state,adj_latitude,adj_longitude,avg_air_temperature,avg_alpha,avg_aod,avg_asymmetry,avg_cld_opd_dcomp,avg_cld_reff_dcomp,avg_clearsky_dhi,avg_clearsky_dni,avg_clearsky_ghi,avg_cloud_press_acha,avg_cloud_type,avg_dew_point,avg_dhi,avg_dni,avg_ghi,avg_ozone,avg_relative_humidity,avg_solar_zenith_angle,avg_ssa,avg_surface_albedo,avg_surface_pressure,avg_total_precipitable_water,avg_wind_direction,avg_wind_speed,std_air_temperature,std_alpha,std_aod,std_asymmetry,std_cld_opd_dcomp,std_cld_reff_dcomp,std_clearsky_dhi,std_clearsky_dni,std_clearsky_ghi,std_cloud_press_acha,std_cloud_type,std_dew_point,std_dhi,std_dni,std_ghi,std_ozone,std_relative_humidity,std_solar_zenith_angle,std_ssa,std_surface_albedo,std_surface_pressure,std_total_precipitable_water,std_wind_direction,std_wind_speed,wind_u5,wind_5_10,wind_10_15,wind_15_20,wind_20_25,wind_o25,temp_u0,temp_0_10,temp_10_20,temp_20_30,temp_30_40,temp_o40,wind_power_density
Faison Solar,USA0059333,2,35.0697,-78.1161,Solar,,,,2015,USF Surry LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69684,2019,,,1.657,3.568,0.993,2.712,3.224,,,,3.71,3.44,North Carolina,35.05,-78.1,15.3902397260274,1.26557191780822,0.160290662100457,0.606228310502283,3.76605821917808,3.37893835616438,53.0125570776256,326.704794520548,246.523744292237,114.143493150685,2.56472602739726,11.8511757990868,69.1843607305936,213.005593607306,192.554223744292,0.299889269406393,82.9951358447489,89.6941552511415,0.943632420091324,0.167917808219178,1007.34029680365,2.56681506849315,171.464497716895,2.36380136986301,9.15687140930014,0.278466473780255,0.107474878766025,0.011174127094484,12.4417600815091,8.4032887487749,64.4430181016208,366.968050473521,319.740677077161,235.575476428781,2.97664616868103,8.44434038052975,103.151756391917,320.871175505188,276.667115773083,0.024328151833059,18.0618926449478,38.5795949700554,0.023076744091996,0.015825896433878,7.59969188894423,1.41814091195679,107.437570785551,1.40221902639673,0.943150684931507,0.056849315068493,0,0,0,0,0.039041095890411,0.251027397260274,0.324315068493151,0.338926940639269,0.046689497716895,0,18.3784983382709
Catalina Solar 2  LLC,USA0059334,18,34.8122,-118.3528,Solar,,,,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63728,2019,,,23.722,56.517,55.397,56.028,52.435,,,,42.29,45.78,California,34.81,-118.34,15.859200913242,1.15607077625571,0.087977134703196,0.631953196347032,1.10603310502283,1.54717237442922,41.6897260273973,380.801369863014,263.503082191781,59.4444063926941,1.58093607305936,1.58518264840183,49.2344748858447,334.841095890411,247.837671232877,0.294413242009132,49.5482819634703,89.7305136986301,0.91246803652968,0.221369863013699,926.337100456621,1.17940639269406,214.7350456621,2.74412100456621,9.36559268290585,0.253904162545329,0.05179941713288,0.009169141283884,7.10678454424114,6.08124049375535,48.6196690981398,412.831739910554,340.235235558597,179.541204656827,2.54401025250747,6.05580212277459,68.2335252738681,398.214561610008,331.224634967251,0.029211725268158,27.7416703102597,38.6920698565194,0.023333596827186,0.069430463261802,5.14876345432862,0.623182738252543,101.292625077491,1.56142560254997,0.896232876712329,0.103767123287671,0,0,0,0,0.001027397260274,0.300570776255708,0.372146118721461,0.217922374429224,0.105707762557078,0.002625570776256,24.5002216316576
Harrell's Hill Solar Center LLC,USA0059337,5,35.2119,-78.1008,Solar,,,,2016,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,69639,2019,,,0.004,9.871,9.708,8.92,9.193,,,,,9.08,North Carolina,35.21,-78.1,15.1999657534247,1.23682648401826,0.163462397260274,0.60576598173516,3.43072146118721,3.33460502283105,54.0498858447489,324.912557077626,246.093264840183,116.829566210046,2.75833333333333,11.6311073059361,70.1466894977169,213.313698630137,195.526712328767,0.30062796803653,82.8416392694064,89.685102739726,0.948222602739726,0.172164383561644,1006.87865296804,2.58614155251142,175.431392694064,2.32843607305936,9.0402631214342,0.248470705221745,0.115274053291665,0.010795210032817,11.2223144392978,8.62489553396718,66.5526015052023,365.353864091655,319.174324836762,239.68093577745,3.04133231414347,8.51521397813985,103.424405203899,321.411471147111,280.930238774933,0.027985116208522,18.1557060324445,38.4956765118318,0.023073799420767,0.014710925674785,7.5840346013126,1.51607285220892,106.95907059068,1.42495880635007,0.94783105022831,0.051027397260274,0.001141552511416,0,0,0,0.03972602739726,0.250342465753425,0.343264840182648,0.326369863013699,0.040296803652968,0,18.9187829170882
Quinto Solar PV Project,USA0059339,108,37.1303,-121.0522,Solar,,,,2015,CD Arevon USA  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62890,2019,,,25.92,280.955,280.05417,283.8,258.796,,,,233.38,260.91,California,37.13,-121.06,16.9225228310502,1.02871461187215,0.093597716894977,0.644409817351598,1.74893949771689,2.5932796803653,43.0682648401826,359.595547945205,250.032762557078,70.5051369863014,1.88139269406393,6.40776255707763,52.850799086758,286.829109589041,224.346803652968,0.299620547945205,62.1822865296804,89.7368904109589,0.918530821917808,0.209808219178082,997.677054794521,1.56530821917808,244.609931506849,2.23664383561644,8.43616349973301,0.237071826613176,0.045610785562492,0.007545514526151,7.55496996183263,7.90529632064559,49.7045714866307,393.256688806028,326.023616254772,186.692993221234,2.82894705489493,4.1700808680293,72.9297779427374,370.5568226469,312.672982335343,0.029808453762003,28.0978773063215,37.5643291335388,0.020967989513922,0.037125724026609,5.57771360349917,0.60838951712231,78.9789016794839,1.2598460317959,0.971803652968036,0.028196347031964,0,0,0,0,0.000342465753425,0.199543378995434,0.490068493150685,0.199885844748858,0.102739726027397,0.007420091324201,13.6609416966604
Devens,USA0059358,3,42.5592,-71.6259,Solar,,,,2014,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68254,2019,,2.365,4.987,5.015,4.636,4.421,3.815,,,4.3,4.58,4.2,Massachusetts,42.57,-71.62,8.78716894977169,1.22642465753425,0.16648350456621,0.604175799086758,4.28544063926941,4.30980936073059,51.8970319634703,320.303538812785,225.440182648402,145.468264840183,3.09132420091324,4.77751141552511,64.1310502283105,193.061529680365,167.515639269406,0.321927625570776,81.8728789954338,89.6888287671233,0.93047602739726,0.26013698630137,1001.78367579909,1.83676940639269,219.9100456621,0.167237442922374,10.5401701581295,0.226011531475813,0.146139560293999,0.015884318066399,12.1879021202793,9.47119320751926,67.049754172329,363.121321709032,297.997898205887,259.004117308652,2.95458278504877,9.75014043774785,96.0453372030126,306.185289097567,250.62100720636,0.042327048190458,18.3710680289462,34.8287725616158,0.028559628732721,0.28157917279128,8.60934944720135,1.21545820579028,96.174748864637,0.241980306502438,1,0,0,0,0,0,0.210388127853881,0.305593607305936,0.306050228310502,0.171232876712329,0.006735159817352,0,0.036636803938092
SCE-Snowline-Duncan Road (North),USA0059359,1.5,34.4739,-117.5628,Solar,,,,2014,SunEdison LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,0.629,4.006,4.003,3.794,3.82,3.393,,,3.53,3.41,3.56,California,34.49,-117.58,15.5952853881279,1.16364726027397,0.082007614155251,0.631122146118722,1.09387214611872,1.55311415525114,39.8949771689498,387.124200913242,265.536643835616,46.9335616438356,1.40319634703196,1.07551369863014,48.3673515981735,338.60502283105,247.9,0.29350102739726,46.7614280821918,89.6804988584475,0.915821917808219,0.181397260273973,903.149771689498,1.18261415525114,190.151141552511,2.05466894977169,9.72353189542223,0.284556205383355,0.050596504745696,0.009615135659487,6.78393651512067,6.71327535462151,46.3690493960622,418.618578214331,341.963534505073,149.452875597297,2.60886070286002,6.24426968073151,68.4497915037943,402.770999466571,330.789435639341,0.030274339222893,26.8467296968349,38.8450068248054,0.02315148197812,0.053142027257031,4.7805195876372,0.755897825341962,93.1713646118182,1.25282188510334,0.968493150684932,0.031506849315069,0,0,0,0,0.013584474885845,0.302739726027397,0.343835616438356,0.231506849315068,0.107648401826484,0.000684931506849,10.9938457066968
SCE-Snowline-Duncan Road (South),USA0059360,1,34.4714,-117.5622,Solar,,,,2014,SunEdison LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,0.443,2.668,2.659,2.639,2.581,2.569,,,2.28,2.24,2.29,California,34.49,-117.58,15.5952853881279,1.16364726027397,0.082007614155251,0.631122146118722,1.09387214611872,1.55311415525114,39.8949771689498,387.124200913242,265.536643835616,46.9335616438356,1.40319634703196,1.07551369863014,48.3673515981735,338.60502283105,247.9,0.29350102739726,46.7614280821918,89.6804988584475,0.915821917808219,0.181397260273973,903.149771689498,1.18261415525114,190.151141552511,2.05466894977169,9.72353189542223,0.284556205383355,0.050596504745696,0.009615135659487,6.78393651512067,6.71327535462151,46.3690493960622,418.618578214331,341.963534505073,149.452875597297,2.60886070286002,6.24426968073151,68.4497915037943,402.770999466571,330.789435639341,0.030274339222893,26.8467296968349,38.8450068248054,0.02315148197812,0.053142027257031,4.7805195876372,0.755897825341962,93.1713646118182,1.25282188510334,0.968493150684932,0.031506849315069,0,0,0,0,0.013584474885845,0.302739726027397,0.343835616438356,0.231506849315068,0.107648401826484,0.000684931506849,10.9938457066968
Browne Solar LLC,USA0059361,1.4,42.2008,-72.3222,Solar,,,,2014,CleanCapital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,0.946,1.607,1.74,1.532,1.523,1.59,,,1.82,2,1.83,Massachusetts,42.21,-72.34,8.52214611872146,1.25319406392694,0.170195924657534,0.604503424657534,4.5085102739726,4.69038470319635,53.2256849315069,317.144863013699,226.783904109589,135.098059360731,3.48436073059361,4.84235159817352,66.1247716894977,187.746118721461,167.151940639269,0.321967694063927,82.0093607305936,89.6993390410959,0.930280821917808,0.300301369863014,992.00799086758,1.84455479452055,217.311187214612,0.148641552511416,10.5846754460533,0.21419085024823,0.133178726980511,0.01585839124081,12.587649198143,9.98299316511095,68.2644492046614,360.448645030336,299.537937529558,240.245159879547,3.04246688204176,9.88245578636856,99.2453676181883,305.728398014505,250.354271532907,0.04244921469795,18.1756561306201,35.014954674766,0.030315519591318,0.307018659239811,8.1129261582509,1.25529655320776,100.578030149824,0.23136576689463,1,0,0,0,0,0,0.208675799086758,0.31324200913242,0.300684931506849,0.17203196347032,0.005365296803653,0,0.031190820670898
Indian Hill Solar LLC,USA0059362,1.4,42.2008,-72.3222,Solar,,,,2014,CleanCapital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,0.969,1.616,1.72,1.553,1.54,1.611,,,1.82,2,1.83,Massachusetts,42.21,-72.34,8.52214611872146,1.25319406392694,0.170195924657534,0.604503424657534,4.5085102739726,4.69038470319635,53.2256849315069,317.144863013699,226.783904109589,135.098059360731,3.48436073059361,4.84235159817352,66.1247716894977,187.746118721461,167.151940639269,0.321967694063927,82.0093607305936,89.6993390410959,0.930280821917808,0.300301369863014,992.00799086758,1.84455479452055,217.311187214612,0.148641552511416,10.5846754460533,0.21419085024823,0.133178726980511,0.01585839124081,12.587649198143,9.98299316511095,68.2644492046614,360.448645030336,299.537937529558,240.245159879547,3.04246688204176,9.88245578636856,99.2453676181883,305.728398014505,250.354271532907,0.04244921469795,18.1756561306201,35.014954674766,0.030315519591318,0.307018659239811,8.1129261582509,1.25529655320776,100.578030149824,0.23136576689463,1,0,0,0,0,0,0.208675799086758,0.31324200913242,0.300684931506849,0.17203196347032,0.005365296803653,0,0.031190820670898
State Street Solar LLC,USA0059363,1.4,42.2008,-72.3222,Solar,,,,2014,CleanCapital,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,0.899,1.56,1.734,1.58,1.54,1.58,,,1.82,2,1.83,Massachusetts,42.21,-72.34,8.52214611872146,1.25319406392694,0.170195924657534,0.604503424657534,4.5085102739726,4.69038470319635,53.2256849315069,317.144863013699,226.783904109589,135.098059360731,3.48436073059361,4.84235159817352,66.1247716894977,187.746118721461,167.151940639269,0.321967694063927,82.0093607305936,89.6993390410959,0.930280821917808,0.300301369863014,992.00799086758,1.84455479452055,217.311187214612,0.148641552511416,10.5846754460533,0.21419085024823,0.133178726980511,0.01585839124081,12.587649198143,9.98299316511095,68.2644492046614,360.448645030336,299.537937529558,240.245159879547,3.04246688204176,9.88245578636856,99.2453676181883,305.728398014505,250.354271532907,0.04244921469795,18.1756561306201,35.014954674766,0.030315519591318,0.307018659239811,8.1129261582509,1.25529655320776,100.578030149824,0.23136576689463,1,0,0,0,0,0,0.208675799086758,0.31324200913242,0.300684931506849,0.17203196347032,0.005365296803653,0,0.031190820670898
Plainfield One Solar LLC,USA0059364,1.3,40.605,-74.4394,Solar,,,,2012,SunRay Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.40184,1.424,1.527,1.473,1.326,1.095,1.338,1.95,2.04,2.08,1.96,1.75,New Jersey,40.61,-74.42,11.1625570776256,1.30940410958904,0.218728219178082,0.603304794520548,4.02589611872146,3.91686529680365,59.6658675799087,298.185273972603,226.673858447489,134.65799086758,3.09223744292237,7.42043378995434,69.4893835616438,182.76700913242,171.143607305936,0.314166095890411,81.9420388127854,89.6966095890411,0.930985159817351,0.174684931506849,1006.76369863014,2.07076484018265,213.506506849315,1.43001141552511,10.0395366754498,0.209623463650403,0.172655407351453,0.014515092911107,11.6218157939135,8.77024288777809,78.1458528293725,344.685196243139,298.902524392667,245.44789999963,3.01426350732083,9.20352413115926,102.195833925685,294.409920534045,254.160149181055,0.033781829790989,17.7199785597588,35.8185386183783,0.030927441360126,0.188903749987241,8.01219715278601,1.34734149174765,95.8467274513865,0.761593798573056,0.998401826484018,0.001598173515982,0,0,0,0,0.114497716894977,0.347716894977169,0.282990867579909,0.236187214611872,0.018607305936073,0,3.75636890314343
24 Applegate Solar LLC,USA0059365,4.9,40.2058,-74.5797,Solar,,,,2014,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,5.734,1.742,1.667,5.259,0.709,0.866,,,8.47,7.88,8.01,New Jersey,40.21,-74.58,11.4432648401826,1.2948002283105,0.202587408675799,0.603111872146119,3.55725456621004,4.33377283105023,57.6686073059361,304.555136986301,229.166324200913,129.504680365297,3.16392694063927,7.7541095890411,70.2436073059361,188.684703196347,175.608675799087,0.317110273972603,81.7089349315068,89.686796803653,0.931979452054794,0.170821917808219,1007.09132420091,2.07060502283105,206.245890410959,2.69840182648402,9.91996397328284,0.218394789984068,0.150543011497169,0.014363871969502,10.6547671961282,9.73377251508042,74.2060618016215,349.516084801909,301.85295504381,241.595186675293,3.07713991534172,9.37783961290349,102.117289837671,298.482878353378,257.997265688636,0.037707113707175,17.4797993343017,36.0227233946426,0.029211237245877,0.118161178807356,8.1962719880565,1.33142903938415,97.4907315299913,1.43819226434452,0.921803652968037,0.077853881278539,0.000342465753425,0,0,0,0.115639269406393,0.320662100456621,0.3,0.247146118721461,0.016552511415525,0,24.6406748134864
G&S Wantage Solar LLC,USA0059366,8.5,41.1892,-74.5917,Solar,,,,2014,G&S Solar Installers LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,9.071,9.499,10.339,9.245,8.581,9.305,,,14.05,13.62,12.82,New Jersey,41.17,-74.58,9.61267123287671,1.27526255707763,0.198836107305936,0.602039954337899,4.87941666666667,4.09611301369863,57.1325342465753,309.028082191781,228.795890410959,142.820319634703,3.35970319634703,5.63230593607306,67.748401826484,180.234360730594,167.327054794521,0.318097716894977,82.0916575342466,89.6779269406393,0.929684931506849,0.25241095890411,993.375570776256,1.81663242009132,215.408789954338,0.43203196347032,10.1572161714271,0.200240037495733,0.171676459064565,0.014753863420903,13.6805100521719,8.63525471083615,75.61939448846,355.272051056115,301.798770814765,252.164441614018,2.96134871524403,9.32063710060625,100.566039252177,296.049567354448,252.583884521742,0.038766297728005,18.391251829355,35.5397691797629,0.028452336196541,0.2580500023552,7.92577130010775,1.23251268466213,104.170494426388,0.308415421206037,1,0,0,0,0,0,0.176712328767123,0.321575342465753,0.302739726027397,0.187785388127854,0.011187214611872,0,0.167474438169814
Engelhard Solar LLC,USA0059367,1.1,40.33,-74.4625,Solar,,,,2013,SunRay Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.14048,0.796,1.185,1.183,1.13,1.002,0.91,,1.67,1.72,1.63,1.58,New Jersey,40.33,-74.46,11.0780251141553,1.31547602739726,0.189196107305936,0.603538812785388,3.8616095890411,3.73077054794521,55.961301369863,310.141780821918,229.867123287671,125.983675799087,3.11027397260274,7.42178082191781,67.7627853881279,197.43299086758,177.975799086758,0.315304680365297,81.3282066210046,89.6996461187215,0.928462328767123,0.210904109589041,1006.32933789954,2.06075342465753,212.030593607306,1.45858447488584,10.0817538283315,0.223435508292558,0.139266469549504,0.014720752302862,11.4197782452979,8.44896611504066,71.0692294496158,353.772492533748,302.429049630941,240.371537631608,3.05660963847473,9.56154042381048,99.6123393885098,307.024958578519,261.387835079519,0.035805052779995,17.3750125367913,35.9699311921234,0.031309669185911,0.204650063130397,8.09494783081033,1.34107258866142,98.0493048793252,0.794902024884428,0.999200913242009,0.000799086757991,0,0,0,0,0.128310502283105,0.323059360730594,0.293721461187215,0.243949771689498,0.010958904109589,0,4.10013604390215
Westborough Solar LLC,USA0059368,2.2,42.2633,-71.6092,Solar,,,,2014,SunRay Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,0.694,2.572,2.812,2.469,2.49,2.415,,,3.08,3.3,3.25,Massachusetts,42.25,-71.62,8.82888127853881,1.25166894977169,0.175624098173516,0.60610502283105,4.4304303652968,3.91968607305936,52.9083333333333,316.288812785388,226.206278538813,132.295319634703,3.06906392694064,5.12808219178082,64.0061643835616,195.096803652968,170.062100456621,0.323327625570776,81.4709349315068,89.7024372146119,0.929179223744292,0.288383561643836,996.48401826484,1.81643835616438,218.454908675799,0.1412100456621,10.2143717191045,0.242124114356208,0.143156699509606,0.016827432548868,12.8808946628247,8.90301211045412,67.352776527015,360.370922449346,299.081363728216,245.044335986569,3.02148350882259,9.31336921278767,95.0053973876044,310.708872442421,254.940973161439,0.039454826076854,18.4846332762242,34.994222581,0.029751632890842,0.301143693464336,8.45149849292551,1.2243632618161,101.419337332864,0.220284989113569,1,0,0,0,0,0,0.192009132420091,0.332990867579909,0.294748858447489,0.171575342465753,0.008675799086758,0,0.027493951639151
Lakewood Seven Solar LLC,USA0059369,1,40.0575,-74.1856,Solar,,,,2012,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,1.22166,0.604,1.278,1.273,1.083,0.634,1.076,1.6,1.6,1.6,1.55,1.39,New Jersey,40.05,-74.18,11.7162442922374,1.27329223744292,0.213703127853881,0.603538812785388,3.87397831050228,4.01498287671233,58.9329908675799,302.069634703196,228.772945205479,131.686872146119,3.32191780821918,8.35764840182648,69.0001141552511,188.429452054795,175.286415525114,0.311562557077626,82.6455856164383,89.7065719178082,0.934828767123287,0.163534246575342,1010.60639269406,2.12252283105023,210.827054794521,2.65816210045662,9.3610052832441,0.255930893719055,0.168313505846948,0.014720752302862,11.3886408222434,9.07604100723457,76.5744285810603,347.284893102899,300.895547909995,246.559463335074,2.89315425228091,9.30947378923981,100.348744056799,298.076530196588,258.798489684447,0.035615625769328,15.287380028225,36.1083065579572,0.028510879023294,0.151640714722065,7.64911761115967,1.35653947347139,94.9924263912185,1.3999321742302,0.926027397260274,0.073401826484018,0.000570776255708,0,0,0,0.084132420091324,0.352397260273973,0.299200913242009,0.259703196347032,0.004566210045662,0,23.4019466719023
4 Applegate Solar LLC,USA0059370,1.8,40.1964,-74.5836,Solar,,,,2012,G&S Solar Installers LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.24037,2.028,2.159,2.265,1.93,1.784,2.056,2.77,2.79,2.9,2.7,2.47,New Jersey,40.21,-74.58,11.4432648401826,1.2948002283105,0.202587408675799,0.603111872146119,3.55725456621004,4.33377283105023,57.6686073059361,304.555136986301,229.166324200913,129.504680365297,3.16392694063927,7.7541095890411,70.2436073059361,188.684703196347,175.608675799087,0.317110273972603,81.7089349315068,89.686796803653,0.931979452054794,0.170821917808219,1007.09132420091,2.07060502283105,206.245890410959,2.69840182648402,9.91996397328284,0.218394789984068,0.150543011497169,0.014363871969502,10.6547671961282,9.73377251508042,74.2060618016215,349.516084801909,301.85295504381,241.595186675293,3.07713991534172,9.37783961290349,102.117289837671,298.482878353378,257.997265688636,0.037707113707175,17.4797993343017,36.0227233946426,0.029211237245877,0.118161178807356,8.1962719880565,1.33142903938415,97.4907315299913,1.43819226434452,0.921803652968037,0.077853881278539,0.000342465753425,0,0,0,0.115639269406393,0.320662100456621,0.3,0.247146118721461,0.016552511415525,0,24.6406748134864
12 Applegate Solar LLC,USA0059371,1.9,40.2003,-74.5761,Solar,,,,2012,G&S Solar Installers LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.41461,2.35,2.43,2.492,2.276,2.207,2.349,2.92,2.94,3.06,2.85,2.61,New Jersey,40.21,-74.58,11.4432648401826,1.2948002283105,0.202587408675799,0.603111872146119,3.55725456621004,4.33377283105023,57.6686073059361,304.555136986301,229.166324200913,129.504680365297,3.16392694063927,7.7541095890411,70.2436073059361,188.684703196347,175.608675799087,0.317110273972603,81.7089349315068,89.686796803653,0.931979452054794,0.170821917808219,1007.09132420091,2.07060502283105,206.245890410959,2.69840182648402,9.91996397328284,0.218394789984068,0.150543011497169,0.014363871969502,10.6547671961282,9.73377251508042,74.2060618016215,349.516084801909,301.85295504381,241.595186675293,3.07713991534172,9.37783961290349,102.117289837671,298.482878353378,257.997265688636,0.037707113707175,17.4797993343017,36.0227233946426,0.029211237245877,0.118161178807356,8.1962719880565,1.33142903938415,97.4907315299913,1.43819226434452,0.921803652968037,0.077853881278539,0.000342465753425,0,0,0,0.115639269406393,0.320662100456621,0.3,0.247146118721461,0.016552511415525,0,24.6406748134864
Old Mill Solar,USA0059374,5,42.2033,-121.0464,Solar,,,,2016,Old Mill Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,,,0,8.219,11.225,12.523,11.012,,,,,9.76,Oregon,42.21,-121.06,7.40294520547945,1.23314497716895,0.073259109589041,0.640052511415525,3.67625684931507,4.37203310502283,37.0073059360731,386.005593607306,243.909246575342,112.475799086758,3.05216894977169,-0.278812785388128,56.6969178082192,253.074771689498,198.197945205479,0.309823744292237,65.3718093607306,89.6747557077626,0.923163242009132,0.36827397260274,839.058675799087,0.949600456621005,190.669178082192,2.07897260273973,9.79591917186208,0.314160956892326,0.062050016624769,0.009143552290402,11.7830703507469,9.86762684045026,44.2903551923176,418.317526042458,320.346177415652,215.517586307761,2.99739534551262,5.25507829680871,89.3683071810115,362.721569511799,288.872147613803,0.037750508571353,26.5311333029776,35.0065702141684,0.020851307033721,0.338900771846555,7.50115547141301,0.451617918682018,92.7287097732921,1.23590070095796,0.967579908675799,0.032420091324201,0,0,0,0,0.217694063926941,0.412100456621005,0.234931506849315,0.112671232876712,0.022602739726027,0,10.7371283049136
Rose Hill,USA0059375,2,34.8239,-77.9697,Solar,,,,2013,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68264,2019,3.4056,3.552,3.275,3.686,3.646,3.461,3.431,,3.24,3.25,3.7,3.72,North Carolina,34.81,-77.98,16.0795776255708,1.23987328767123,0.182673778538813,0.610090182648402,3.65612671232877,2.92892237442922,56.5212328767123,318.709589041096,245.311073059361,109.268835616438,2.57203196347032,12.564098173516,70.2448630136986,212.045091324201,194.210159817352,0.297992465753425,83.4577614155251,89.6912796803653,0.949182648401826,0.146684931506849,1010.57694063927,2.67481735159817,178.90102739726,2.30094748858447,9.00006504566306,0.260621482236876,0.151081889860147,0.011717901633317,12.0648676495746,7.52116186214147,72.2833292409201,361.368180680739,317.881237933129,230.776065599184,2.99048238787998,8.55647408282687,103.922000391602,318.081130196156,279.079889483513,0.025448761088745,17.4178318917245,38.6915163154581,0.022813387688508,0.015446661839427,7.33492725005501,1.52237290401432,104.297032135083,1.40216898745789,0.950913242009132,0.047945205479452,0.001141552511416,0,0,0,0.026940639269406,0.241095890410959,0.327625570776256,0.34783105022831,0.056506849315069,0,18.28453358223
Dunn,USA0059376,2,35.475,-78.5486,Solar,,,,2013,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68262,2019,3.48975,3.548,1.824,3.7,3.748,3.565,3.522,,3.17,3.39,3.69,3.77,North Carolina,35.49,-78.54,15.1563584474886,1.31824885844749,0.172139554794521,0.604495433789954,3.41686301369863,3.82899429223744,54.8342465753425,322.027511415525,244.919292237443,111.111757990868,2.94965753424657,10.6509360730594,71.010502283105,210.750913242009,194.203767123288,0.297045319634703,79.1097294520548,89.7044143835617,0.945238584474886,0.171068493150685,1004.66164383562,2.47315068493151,180.483105022831,1.67702054794521,9.55724715955257,0.255887821786969,0.113922913767638,0.011038381654966,11.6470093217552,9.21251072525732,67.4563780287759,363.306216737113,318.000497533357,223.316761530502,3.11863596684129,8.77855635256634,104.544517092412,316.019948811956,278.043542152737,0.03019127192532,20.1086146276703,38.3600694748286,0.023470328490617,0.091317349514684,6.55687370105559,1.40148180880063,107.316933164266,0.930671201565048,0.995776255707762,0.004223744292237,0,0,0,0,0.045319634703196,0.260388127853881,0.319406392694064,0.319292237442922,0.055593607305936,0,6.00556023026995
Town of Cary,USA0059377,1.5,34.8239,-77.9697,Solar,,,,2013,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019,2.35521,2.433,2.265,2.49,2.421,2.234,2.382,,2.52,2.53,2.85,2.82,North Carolina,34.81,-77.98,16.0795776255708,1.23987328767123,0.182673778538813,0.610090182648402,3.65612671232877,2.92892237442922,56.5212328767123,318.709589041096,245.311073059361,109.268835616438,2.57203196347032,12.564098173516,70.2448630136986,212.045091324201,194.210159817352,0.297992465753425,83.4577614155251,89.6912796803653,0.949182648401826,0.146684931506849,1010.57694063927,2.67481735159817,178.90102739726,2.30094748858447,9.00006504566306,0.260621482236876,0.151081889860147,0.011717901633317,12.0648676495746,7.52116186214147,72.2833292409201,361.368180680739,317.881237933129,230.776065599184,2.99048238787998,8.55647408282687,103.922000391602,318.081130196156,279.079889483513,0.025448761088745,17.4178318917245,38.6915163154581,0.022813387688508,0.015446661839427,7.33492725005501,1.52237290401432,104.297032135083,1.40216898745789,0.950913242009132,0.047945205479452,0.001141552511416,0,0,0,0.026940639269406,0.241095890410959,0.327625570776256,0.34783105022831,0.056506849315069,0,18.28453358223
