name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,state,adj_latitude,adj_longitude,avg_air_temperature,avg_alpha,avg_aod,avg_asymmetry,avg_cld_opd_dcomp,avg_cld_reff_dcomp,avg_clearsky_dhi,avg_clearsky_dni,avg_clearsky_ghi,avg_cloud_press_acha,avg_cloud_type,avg_dew_point,avg_dhi,avg_dni,avg_ghi,avg_ozone,avg_relative_humidity,avg_solar_zenith_angle,avg_ssa,avg_surface_albedo,avg_surface_pressure,avg_total_precipitable_water,avg_wind_direction,avg_wind_speed,std_air_temperature,std_alpha,std_aod,std_asymmetry,std_cld_opd_dcomp,std_cld_reff_dcomp,std_clearsky_dhi,std_clearsky_dni,std_clearsky_ghi,std_cloud_press_acha,std_cloud_type,std_dew_point,std_dhi,std_dni,std_ghi,std_ozone,std_relative_humidity,std_solar_zenith_angle,std_ssa,std_surface_albedo,std_surface_pressure,std_total_precipitable_water,std_wind_direction,std_wind_speed,wind_u5,wind_5_10,wind_10_15,wind_15_20,wind_20_25,wind_o25,temp_u0,temp_0_10,temp_10_20,temp_20_30,temp_30_40,temp_o40,wind_power_density
Milner Dam Wind Park LLC,USA0056437,19.5,42.4606,-114.0173,Wind,,,,2011,Idaho Wind Partners 1 LLC,2019,56.038,59.015,47.104,52.557,46.049,56.611,45.845,U.S. Energy Information Administration,64.3,55.74,52.19,58.08,57.37,Idaho,42.45,-114.02,9.3498401826484,1.15653082191781,0.098017773972603,0.629173515981735,4.12978082191781,4.37769748858448,41.1087899543379,368.155593607306,238.686872146119,111.240410958904,3.18972602739726,-1.65964611872146,58.6497716894977,244.174657534247,194.319292237443,0.314880821917808,56.2741107305936,89.6945502283105,0.926703196347032,0.285260273972603,861.512899543379,1.03512557077626,218.764840182648,2.67366438356164,11.1697091189047,0.300185610708597,0.093613907688039,0.007670558787517,15.5697635288612,10.2614944296157,50.0528776595923,402.309628669648,314.515727276669,208.317932315084,3.13006986629075,5.20372128111909,89.9376785108978,349.684799487285,283.890270367874,0.036595227590896,24.6731942196213,34.8812916719237,0.021760391708736,0.225672209091171,6.52402079245696,0.53738350780452,75.86586153492,1.69264978203463,0.888127853881278,0.110844748858447,0.001027397260274,0,0,0,0.176141552511416,0.407648401826484,0.205936073059361,0.150913242009132,0.057876712328767,0.00148401826484,24.932019481206
Oregon Trail Wind Park,USA0056439,13.5,42.8406,-114.9897,Wind,,,,2011,Idaho Wind Partners 1 LLC,2019,35.646,38.403,30.428,38.58,34.625,37.867,36.487,U.S. Energy Information Administration,40.49,40.26,37.3,40.46,39.73,Idaho,42.85,-114.98,11.2849315068493,1.15754109589041,0.094567853881279,0.629428082191781,3.07596118721461,4.17575,40.850799086758,362.958447488584,235.012442922374,102.282762557078,3.2208904109589,-0.881392694063927,56.1794520547945,252.805136986301,198.401484018265,0.313036415525114,54.5992819634703,89.7107545662101,0.921658675799087,0.266219178082192,898.611872146119,1.16269406392694,222.666095890411,2.58453196347032,11.123932461011,0.309646512854577,0.07698097483908,0.007624422216157,11.056908454826,10.4955165817971,49.4643522698941,397.306982641933,310.551416643718,204.411580788381,3.10180344240188,5.00278195448768,84.6750988376753,354.426646191689,288.46745758327,0.034165667738122,25.1780940338264,34.6891475079768,0.022881966939752,0.221532535510555,6.51412554798311,0.560834385334015,99.9209838110219,1.71530826073439,0.882305936073059,0.117465753424658,0.000228310502283,0,0,0,0.116324200913242,0.39634703196347,0.232420091324201,0.175114155251142,0.078767123287671,0.001027397260274,24.7887238056137
Pilgrim Stage Wind Park,USA0056440,10.5,42.7975,-114.9986,Wind,,,,2011,Idaho Wind Partners 1 LLC,2019,32.318,35.321,28.014,31.054,29.858,33.492,31.676,U.S. Energy Information Administration,31.25,29.96,29.6,32.13,30.43,Idaho,42.81,-114.98,11.0173858447489,1.2132899543379,0.104892363013699,0.629853881278539,3.22382534246575,4.13792465753425,41.4283105022831,363.169520547945,235.215410958904,102.447602739726,3.07979452054795,-0.475513698630137,56.7439497716895,250.819406392694,197.036073059361,0.312009817351598,55.2853470319635,89.6860136986301,0.92025799086758,0.283150684931507,895.162214611872,1.16642694063927,226.862214611872,2.60929223744292,11.0914726291868,0.370914300357356,0.128889011162805,0.007360676773317,11.5455260193333,10.4542240084998,51.9566984476877,397.587200920557,310.296939557217,207.128582687042,3.16450100718026,5.05059874483404,84.823365141316,351.452848331836,286.039327891395,0.03417556263914,24.716543910775,34.7105835908731,0.022239401407386,0.218536080293259,6.78850839559375,0.557058911163872,97.3078464158514,1.72129303936972,0.878310502283105,0.121461187214612,0.000228310502283,0,0,0,0.123287671232877,0.398401826484018,0.238584474885845,0.166438356164384,0.071232876712329,0.002054794520548,25.1479379206409
Salmon Falls Wind Park,USA0056441,21,42.6819,-114.9892,Wind,,,,2011,Idaho Wind Partners 1 LLC,2019,62.87,65.089,53.27,62.402,54.469,65.012,60.455,U.S. Energy Information Administration,70.38,62.25,54.88,63.25,61.61,Idaho,42.69,-114.98,11.3730479452055,1.14490410958904,0.08782444063927,0.63025,3.11442808219178,4.09427168949772,39.5393835616438,367.203196347032,236.82602739726,99.674200913242,2.78093607305936,-0.91263698630137,54.9171232876712,256.807305936073,198.595547945205,0.311269634703196,52.700602739726,89.6580159817352,0.922150684931507,0.295753424657534,888.447374429224,1.15611872146119,231.821232876712,2.72891552511415,10.9966006921725,0.253607559938573,0.055202315335578,0.007083588499299,11.838534276055,10.6053507417439,46.3031360968714,400.261274303021,312.328972535581,202.620055219935,3.05147273980255,5.20762076680603,81.811930608549,358.08059485593,287.576837464238,0.037977395227535,23.7118784862995,34.7694980549132,0.021641224338172,0.250349442400397,6.53535991200465,0.580964404136132,81.1398308594778,1.70373969869242,0.886415525114155,0.11324200913242,0.000342465753425,0,0,0,0.113584474885845,0.395433789954338,0.238127853881279,0.17796803652968,0.073858447488585,0.001027397260274,26.694106856976
Thousand Springs Wind Park,USA0056442,12,42.8703,-114.9678,Wind,,,,2011,Idaho Wind Partners 1 LLC,2019,31.491,32.787,26.491,34.029,30.416,32.515,30.706,U.S. Energy Information Administration,38.14,35.78,33.16,35.4,35.31,Idaho,42.89,-114.98,11.7721232876712,1.12607876712329,0.09098649543379,0.629428082191781,3.06437442922374,4.17475114155251,40.9817351598174,362.497146118721,234.705136986301,95.0458904109589,2.93299086757991,-0.555856164383562,55.2683789954338,256.514611872146,198.534931506849,0.310203767123288,55.0862773972603,89.6524360730594,0.920808219178082,0.298383561643836,908.354109589041,1.2313698630137,217.436529680365,2.61256849315069,11.576403198609,0.264385780305416,0.069974646070851,0.007624422216157,11.049355149534,11.0955237871669,49.3136049165535,396.02228529273,309.429833108327,196.683933211556,3.16378742523304,5.45193170469373,83.2231939105817,355.777380905057,287.516770467981,0.036082938573908,24.8862937100719,34.6695115853002,0.02240321091687,0.259925944676713,6.80932036563647,0.650064938944708,101.618162718825,1.70746167345368,0.882191780821918,0.117579908675799,0.000228310502283,0,0,0,0.120091324200913,0.374429223744292,0.226940639269406,0.187442922374429,0.08824200913242,0.002853881278539,25.2974196682276
Tuana Gulch Wind Park,USA0056443,10.5,42.8369,-114.9693,Wind,,,,2011,Idaho Wind Partners 1 LLC,2019,28.195,30.056,23.773,30.264,26.633,29.883,28.916,U.S. Energy Information Administration,31.25,31.07,29.36,31.22,30.65,Idaho,42.85,-114.98,11.2849315068493,1.15754109589041,0.094567853881279,0.629428082191781,3.07596118721461,4.17575,40.850799086758,362.958447488584,235.012442922374,102.282762557078,3.2208904109589,-0.881392694063927,56.1794520547945,252.805136986301,198.401484018265,0.313036415525114,54.5992819634703,89.7107545662101,0.921658675799087,0.266219178082192,898.611872146119,1.16269406392694,222.666095890411,2.58453196347032,11.123932461011,0.309646512854577,0.07698097483908,0.007624422216157,11.056908454826,10.4955165817971,49.4643522698941,397.306982641933,310.551416643718,204.411580788381,3.10180344240188,5.00278195448768,84.6750988376753,354.426646191689,288.46745758327,0.034165667738122,25.1780940338264,34.6891475079768,0.022881966939752,0.221532535510555,6.51412554798311,0.560834385334015,99.9209838110219,1.71530826073439,0.882305936073059,0.117465753424658,0.000228310502283,0,0,0,0.116324200913242,0.39634703196347,0.232420091324201,0.175114155251142,0.078767123287671,0.001027397260274,24.7887238056137
Buena Vista Energy LLC,USA0056446,38,37.805,-121.6672,Wind,,,,2007,Leeward Asset Management  LLC,2019,102.827,91.212,102.998,94.98,86.416,98.294,87.875,U.S. Energy Information Administration,108.23,101.48,98.78,110.52,103.79,California,37.81,-121.66,14.6809360730594,1.0797100456621,0.108311461187215,0.645496575342466,1.57772146118721,2.41547146118721,45.2900684931507,351.652283105023,247.383333333333,73.4155251141552,1.85319634703196,6.6986301369863,53.5263698630137,289.127168949772,224.95,0.297441095890411,69.3330308219178,89.6983413242009,0.923285388127854,0.214520547945205,996.949771689498,1.5175,229.849885844749,2.65552511415525,7.98679858486382,0.280053130868288,0.05587677216633,0.008872768207779,7.65339140751154,7.88368884473223,52.8493399430438,387.703268067384,323.656395605411,196.784190802611,2.81688504940105,4.13789679720232,73.0495624493174,368.352210150876,312.116529670582,0.028152158334493,27.4151606988755,37.2288003353093,0.022017652034335,0.041341911994621,5.83151863041827,0.614213984286544,85.3390201265011,1.38851998111434,0.932762557077626,0.067237442922375,0,0,0,0,0.000342465753425,0.279908675799087,0.478538812785388,0.181963470319635,0.058561643835617,0.000684931506849,21.0538317726601
Hawi Wind Farm,USA0056447,10.6,20.2573,-155.8504,Wind,,,,2006,EDF Renewable Asset Holdings  Inc.,2019,36.843,32.516,34.39,22.203,33.009,34.21,31.462,U.S. Energy Information Administration,25.49,27.24,26.47,23.24,25.41,Hawaii,20.25,-155.86,25.900296803653,0.624651826484018,0.105549383561644,0.676433789954338,1.27381392694064,2.38271118721461,48.4227168949772,349.455936073059,280.463242009132,100.94600456621,1.77180365296804,20.0349543378995,71.4223744292238,267.638242009132,249.167922374429,0.267358447488584,87.1775194063927,89.7687625570776,0.951162100456621,0.13572602739726,1040.02146118721,3.47985159817352,94.62899543379,5.8699200913242,1.47182904368184,0.199533170378107,0.050197385886601,0.011244438494286,5.28546695401625,6.65591069855129,55.2931722267911,385.418022629922,356.223448127551,254.804619719918,2.42797704806341,1.53940171700463,105.325409657291,348.593837492215,329.410875479648,0.019334511679428,8.10472809183293,44.7135715159873,0.017982645798825,0.015818543197019,2.05061426638413,0.809885682154924,48.9850343318096,1.73690547609362,0.253310502283105,0.745776255707763,0.000913242009132,0,0,0,0,0,0,0.998744292237443,0.001255707762557,0,151.174858673543
Mars Hill Wind Farm Project,USA0056448,42,46.5442,-67.8111,Wind,,,,2007,First Wind O&M  LLC,2019,136.132,132.558,141.945,131.836,134.576,140.753,139.318,U.S. Energy Information Administration,131.13,127.07,119.79,131.74,124.29,Maine,46.53,-67.82,3.42168949771689,1.20525,0.134052796803653,0.611675799086758,5.48424429223744,4.88112785388128,47.7408675799087,326.880479452055,217.405707762557,162.296803652968,3.54954337899543,1.2851598173516,62.7360730593607,170.053652968037,150.324429223744,0.334843264840183,85.1498276255708,89.6803801369863,0.945796803652968,0.465369863013699,975.559360730594,1.4665296803653,227.87899543379,0.811164383561644,11.4809962049435,0.225231350491649,0.108722856178672,0.01570852976782,13.5801614538943,9.68092263151359,59.4923422505949,367.377593049244,291.124601459113,260.862240869093,2.86166000164472,11.272575880587,93.4783249611758,292.494973375828,233.488762641643,0.04494779036557,13.9105522199478,32.7855860452832,0.020201717654102,0.353872026510371,8.88317847762315,1.01404556776441,93.6787877086951,0.558455972691371,1,0,0,0,0,0,0.353082191780822,0.294748858447489,0.279908675799087,0.072260273972603,0,0,0.986149393023359
Kaheawa Pastures Wind Farm Hybrid,USA0056449,30,20.8142,-156.551,Wind,,,,2006,First Wind O&M  LLC,2019,101.51,108.98,110.677,110.484,90.327,101.594,88.849,U.S. Energy Information Administration,84.49,82.83,88.91,85.58,80.53,Hawaii,20.81,-156.54,22.7183789954338,0.590852739726028,0.085221267123288,0.676271689497717,2.62508675799087,2.67731050228311,43.57100456621,368.888242009132,285.377168949772,158.933904109589,1.9412100456621,19.2480593607306,78.935502283105,232.315753424658,227.276826484018,0.274730136986301,79.5697945205479,89.7845593607306,0.949858447488584,0.130712328767123,981.544520547945,2.83348173515982,98.9178082191781,5.6747602739726,1.49107852930802,0.212890986003912,0.037584072983136,0.0109441993716,8.63580712077199,6.4741216787217,49.2804802595032,401.873374158059,361.941348435149,317.63104021641,2.32051411338121,1.51235275177168,121.729884069858,338.540544206251,309.920010613981,0.018839547335774,5.97741700058429,44.5460392392668,0.020113900764954,0.008539159517293,3.63586016068073,0.622385839514396,50.5956447919031,1.97385853658263,0.302054794520548,0.696917808219178,0.001027397260274,0,0,0,0,0,0.008904109589041,0.991095890410959,0,0,140.50961068371
GSG LLC,USA0056450,80,41.6436,-89.1731,Wind,,,,2007,Leeward Asset Management  LLC,2019,153.373,146.651,183.624,198.797,220.858,195.181,202.278,U.S. Energy Information Administration,230.19,220.42,218.36,222.51,217.57,Illinois,41.65,-89.18,8.74657534246575,1.30702283105023,0.174635011415525,0.598041095890411,4.25743949771689,4.54526712328767,53.5939497716895,317.150114155251,228.852283105023,136.819292237443,3.2425799086758,4.89018264840183,67.6759132420091,190.369748858447,173.102511415525,0.320794063926941,77.8509577625571,89.6905890410959,0.936473744292238,0.289150684931507,979.357305936073,1.81090182648402,192.701255707763,3.17286529680365,11.3690850809402,0.205034509689649,0.132713800167105,0.008228924966541,12.369895881427,10.132893533784,67.2751223460977,360.376152673165,301.914190849552,245.250723666333,2.93933172160646,10.9376833615825,100.008282144299,304.542519653084,257.203814218389,0.033856992579055,17.6326099982338,35.2938180937507,0.025192804385967,0.253127488114699,7.71999740060236,1.18741733072353,100.980023786404,1.75790582397483,0.843150684931507,0.154680365296804,0.00216894977169,0,0,0,0.221461187214612,0.29486301369863,0.271004566210046,0.200456621004566,0.012214611872146,0,40.2237966864465
Allegheny Ridge Wind Farm,USA0056451,80,40.3839,-78.5794,Wind,,,,2007,Leeward Asset Management  LLC,2019,162.302,202.479,188.143,202.849,212.986,215.962,194.116,U.S. Energy Information Administration,251.27,244.52,228.95,252.58,234.47,Pennsylvania,40.37,-78.58,7.9674200913242,1.33231621004566,0.148970125570776,0.599366438356164,5.83900913242009,4.64849200913242,50.1115296803653,336.620205479452,237.489497716895,159.122260273973,3.57317351598174,5.46836757990868,68.6578767123288,168.408904109589,161.887899543379,0.317956164383562,81.2599315068493,89.7257956621005,0.945997716894977,0.301150684931507,928.443721461187,1.66407534246575,216.523401826484,0.254977168949772,10.0449587625046,0.216834033732537,0.106175300871025,0.012042465448266,14.37241849522,8.8465655047894,61.6449548679677,376.074635466224,311.275025407136,260.080632926025,2.94110949959597,9.25702401867018,102.966944897916,289.530434537471,248.007550223243,0.041604719018986,18.6839316460241,35.950208546042,0.02268928486655,0.294936801739082,8.79763780225039,1.02854934586562,79.8939945527605,0.372925463471224,1,0,0,0,0,0,0.240981735159817,0.286986301369863,0.337100456621005,0.134931506849315,0,0,0.127956668308629
Post Wind Farm LP,USA0056457,84,32.9254,-101.2194,Wind,,,,2006,FPL Energy Red Canyon LLC,2019,300.441,311.362,277.877,294.56,268.987,334.664,340.171,U.S. Energy Information Administration,252.38,246.91,233.37,257.66,259.17,Texas,32.93,-101.22,17.1062100456621,1.25554908675799,0.140864680365297,0.612730593607306,2.46457534246575,3.33858105022831,49.7092465753425,353.586301369863,260.308105022831,82.0995433789954,2.1939497716895,6.09527397260274,61.4784246575343,273.889497716895,226.098744292237,0.288580821917808,54.399953196347,89.7321723744292,0.933426940639269,0.183424657534247,921.510502283105,1.85501141552511,174.339155251142,3.29805936073059,10.6721651897429,0.314575411263042,0.12444532917485,0.011360048761639,10.5668792001097,10.6047209099488,62.1061144967212,392.791607458679,334.700058497236,197.362031226005,2.9738103284546,8.70067036953343,89.9202004939881,364.94243948365,311.790871324588,0.026297852183428,23.0560460544899,39.5816608184407,0.024310874828614,0.073380583787113,7.09270827728138,1.11391673932695,87.1252780959961,1.63772962798377,0.85513698630137,0.14486301369863,0,0,0,0,0.037442922374429,0.238013698630137,0.282077625570776,0.30810502283105,0.131164383561644,0.003196347031963,35.9272503222406
MinnDakota Wind LLC,USA0056459,150,44.2667,-96.3444,Wind,,,,2008,Avangrid Renewables LLC,2019,525.313,574.438,549.174,561.746,531.403,493.088,464.818,U.S. Energy Information Administration,559.05,526.81,487.42,534.45,524.66,Minnesota,44.25,-96.34,6.45182648401827,1.26007876712329,0.125746997716895,0.609181506849315,4.51026598173516,4.98441894977169,45.5622146118721,339.130365296804,224.833904109589,131.193264840183,3.38139269406393,1.5439497716895,60.3323059360731,204.352853881279,168.793607305936,0.31801095890411,71.3614452054794,89.6985696347032,0.93610502283105,0.276191780821918,944.321917808219,1.51730593607306,205.598059360731,3.84111872146119,12.3078828675862,0.226067292495795,0.095434834840492,0.005688161664152,13.0745329219779,11.1814657341402,56.1786392531672,376.571914748687,298.234546410085,234.592367678282,2.98448742394585,11.7563889136807,92.0391603531794,320.425515163994,254.525592105704,0.038438759554216,18.9708454307885,33.9614497776818,0.021505822135647,0.253403174209733,8.030849422118,1.03684939550554,104.812730242521,2.0638790957753,0.721004566210046,0.273858447488584,0.00513698630137,0,0,0,0.29189497716895,0.274771689497717,0.262671232876712,0.163584474885845,0.007077625570776,0,65.8730543087386
Twin Buttes Wind Project,USA0056460,75,37.6735,-102.8622,Wind,,,,2007,Avangrid Renewables LLC,2019,251.047,240.923,237.722,262.259,230.039,257.254,239.687,U.S. Energy Information Administration,231.84,260.16,212.5,243.4,215.18,Colorado,37.69,-102.86,11.9039726027397,1.23054794520548,0.092644577625571,0.612296803652968,2.41639726027397,3.93085730593607,41.8232876712329,376.915296803653,254.077054794521,84.5191780821918,2.48675799086758,0.989189497716895,57.3292237442922,281.158447488584,217.635388127854,0.300395662100457,52.4289280821918,89.7221347031963,0.925391552511416,0.254164383561644,854.813242009132,1.28687214611872,195.639383561644,3.635,11.0464695167568,0.231229483814836,0.061842448923557,0.01012359867129,9.23576966417379,11.4870588306064,49.9187061154578,409.939773830052,329.483847933188,188.449464168628,3.09570449058526,7.63081357270915,87.0751148721093,375.314320640653,304.369212870018,0.026469001933855,22.201661606938,37.2938966144545,0.029096079571794,0.181927805468824,6.41773071821875,0.815909883498959,94.7792459247671,1.87714470946541,0.775570776255708,0.221232876712329,0.003196347031963,0,0,0,0.139954337899543,0.323173515981735,0.254337899543379,0.212214611872146,0.070091324200913,0.000228310502283,47.198777498545
Marengo Wind Plant,USA0056466,210.6,46.3747,-117.7772,Wind,,,,2007.333333,PacifiCorp,2019,485.852,542.305,436.657,526.422,468.904,500.862,234.734,U.S. Energy Information Administration,571.04,532.72,568.33,563.41,533.55,Washington,46.37,-117.78,8.47832191780822,1.18809360730594,0.090199908675799,0.623987442922374,3.84612100456621,5.03452625570776,40.2619863013699,352.031050228311,221.47203196347,144.823858447489,3.63698630136986,2.40063926940639,59.6138127853881,205.744863013699,172.822716894977,0.319754223744292,68.568803652968,89.6480136986301,0.931819634703196,0.326356164383562,910.434360730594,1.26076484018265,203.308219178082,2.41857305936073,9.32420239915389,0.292446998523553,0.057936294607684,0.01268344217212,11.4253705723688,10.7708936100552,48.4499314849339,386.753808804677,296.349775049901,247.350628144664,3.06295468040935,5.40331726727924,89.8927852818937,317.33755179188,261.471445588944,0.040584136411641,22.1176227198765,32.8740006279656,0.021979117898834,0.27314532084152,6.06936932454496,0.599044604224548,71.6863394005164,1.40243624307674,0.942237442922374,0.057762557077626,0,0,0,0,0.165182648401827,0.41541095890411,0.279223744292237,0.120433789954338,0.019748858447489,0,17.7409591467441
Klondike Windpower III,USA0056468,297.5,45.5836,-120.5042,Wind,,,,2007.257143,Avangrid Renewables LLC,2019,814.907,800.26,726.919,759.196,663.335,724.004,699.889,U.S. Energy Information Administration,746.84,726.38,756.02,815.89,755.07,Oregon,45.57,-120.5,10.0781735159817,1.15634817351598,0.098489452054795,0.632059360730594,3.34450228310502,4.35590753424658,40.5292237442922,344.730593607306,221.036757990868,107.443493150685,3.11735159817352,3.63654109589041,53.3768264840183,232.475342465753,183.491095890411,0.318039611872146,72.8436152968037,89.6761929223744,0.932124429223744,0.208164383561644,961.085159817352,1.43341324200913,204.678538812785,2.51118721461187,8.94642977932405,0.265116558770113,0.060726181723633,0.015086694417591,11.7601988809847,10.5182589155591,48.1809428670902,381.338348278381,296.086879096408,210.952125113925,3.19233819056723,5.9618091359057,79.1771531837046,337.57558373566,274.435565481375,0.037766670174971,22.0804528065427,33.2887804582693,0.019257224144509,0.155144388223431,6.65527969401051,0.661474927999992,90.2527189823646,1.53894064750687,0.920547945205479,0.078767123287671,0.000684931506849,0,0,0,0.09189497716895,0.431164383561644,0.313926940639269,0.137442922374429,0.025570776255708,0,21.9003274746742
Locust Ridge,USA0056470,26,40.855,-76.1292,Wind,,,,2007,Avangrid Renewables LLC,2019,70.76,71.682,59.454,67.877,71.214,73.266,62.059,U.S. Energy Information Administration,75.38,80.18,67.84,75.48,75.19,Pennsylvania,40.85,-76.14,8.54293378995434,1.32902283105023,0.160005410958904,0.601981735159817,5.22365410958904,4.16684931506849,50.7746575342466,328.013698630137,233.196347031963,148.569406392694,3.24920091324201,5.69599315068493,67.1192922374429,177.09303652968,165.181164383562,0.317287785388128,81.9111175799087,89.677247716895,0.94213698630137,0.229315068493151,961.233675799087,1.75206621004566,216.909474885845,0.236598173515982,10.2347530134712,0.195873944715649,0.117535703039487,0.014233847200305,14.1030847354811,8.46636945718253,62.8889043414359,368.571851380025,306.436801808526,254.195712944881,2.88945876665511,9.49761715705858,99.97223492382,294.900321596192,250.117530248196,0.040072490668007,18.1396090623791,35.7094636797418,0.023511863362386,0.244158766935719,8.4891595232317,1.12460762318175,97.3074443350144,0.312547097011867,1,0,0,0,0,0,0.209360730593607,0.317808219178082,0.305821917808219,0.163926940639269,0.003082191780822,0,0.083054690299207
Sand Bluff Wind Farm,USA0056479,90,31.9914,-101.3026,Wind,,,,2007,RWE Renewables Americas LLC,2019,255.566,265.943,240.2,154.794,176.124,204.621,215.241,U.S. Energy Information Administration,278.36,289.02,253.67,260.64,280.15,Texas,32.01,-101.3,17.643801369863,1.17368378995434,0.116466883561644,0.613851598173516,2.0717796803653,3.29078538812785,46.6859589041096,361.543949771689,264.236643835616,79.4853881278539,2.25011415525114,7.08255707762557,61.0311643835617,280.329223744292,231.780479452055,0.290707420091324,56.4319897260274,89.7302134703197,0.936470319634703,0.189232876712329,922.181735159817,1.94452054794521,175.884474885845,3.5400799086758,10.325925519424,0.253787389916468,0.075588329656384,0.009256905836456,8.33633051093419,10.4181293665092,55.4298139788821,398.333797273283,339.149734653702,193.213319937071,2.98621260803601,8.79241367374241,89.6643936065816,369.663882336324,317.625664712076,0.023480359804322,24.2439988107472,40.0148605850012,0.026710570913554,0.074774275949549,5.9638051889449,1.16178579407434,79.3995568122677,1.68947514019069,0.807191780821918,0.191438356164384,0.001369863013699,0,0,0,0.034589041095891,0.215867579908676,0.273287671232877,0.347146118721461,0.128538812785388,0.000570776255708,42.4215880940803
Post Oak Wind LLC,USA0056483,200,32.5144,-99.6564,Wind,,,,2008,Mesquite Wind LLC,2019,585.586,614.093,539.909,569.491,554.392,523.856,528.253,U.S. Energy Information Administration,689.46,638.09,538.17,603.94,606.51,Texas,32.53,-99.66,17.1117351598174,1.19878767123288,0.143527168949772,0.612727168949772,2.76527739726027,3.21909703196347,51.266095890411,343.77203196347,258.335159817352,90.449200913242,2.43607305936073,8.20752283105023,65.2170091324201,252.906050228311,217.61894977169,0.292834360730594,61.9539452054795,89.7161883561644,0.936691780821918,0.188657534246575,950.795776255708,2.16021689497717,179.804794520548,3.46648401826484,10.6584125114012,0.272126860077897,0.103372117935227,0.009517755180433,10.8864544217752,9.92622710722418,62.9442229084077,384.102612417816,332.477446615676,209.113973258955,3.01495891733223,8.89161214102222,95.7175976539515,350.861206228979,303.261846421187,0.022062190682168,22.1874288809811,39.7695877418736,0.025741797931683,0.09640443052089,6.92704681619621,1.25830327103856,89.4351415452708,1.66808135306091,0.801598173515982,0.198401826484018,0,0,0,0,0.051141552511416,0.225456621004566,0.255593607305936,0.342237442922374,0.125342465753425,0.000228310502283,40.7887898068094
Buffalo Gap 2 Wind Farm,USA0056484,232.5,32.3182,-100.177,Wind,,,,2007,AES Wind Generation Inc,2019,680.246,705.214,595.982,673.377,650.578,623.62,609.08,U.S. Energy Information Administration,712.6,674.56,628.1,707.82,716.12,Texas,32.33,-100.18,16.748401826484,1.19598630136986,0.141041244292237,0.614078767123288,2.28243264840183,2.94678082191781,50.3236301369863,348.391324200913,260.401484018265,95.9116438356164,2.24965753424658,7.83550228310502,66.2541095890411,257.533447488584,221.758447488584,0.287078082191781,59.2390947488584,89.7446107305936,0.941324200913242,0.166356164383562,927.020547945206,2.00906392694064,171.709589041096,3.49480593607306,10.2777271576956,0.255439472308531,0.101424293227367,0.008952982530806,8.4276046869976,8.97145197303493,61.4236017179823,388.973343474669,335.07546123795,216.823734676847,2.91803944809126,8.67048975294538,98.8937672916685,355.328350335993,307.145197706723,0.022789032930179,22.3835412791743,39.860725909199,0.026459323630998,0.074856093878638,6.49408144110335,1.16608760862203,85.4397576726158,1.62418907304156,0.815525114155251,0.183333333333333,0.001141552511416,0,0,0,0.046118721461187,0.217237442922374,0.289041095890411,0.33824200913242,0.109360730593607,0,39.9022861393599
Biglow Canyon Wind Farm,USA0056485,449.7,45.6537,-120.6034,Wind,,,,2009.079164,Portland General Electric Co,2019,1190.817,1142.486,1045.257,1058.132,894.881,1041.84,983.163,U.S. Energy Information Administration,1169.81,1124.75,1171.15,1174.45,1198.79,Oregon,45.65,-120.62,9.72198630136986,1.17871803652968,0.097396792237443,0.631465753424658,3.73943835616438,4.25308447488585,40.8546803652968,346.544292237443,221.340296803653,120.737557077626,3.35148401826484,3.52940639269406,54.3694063926941,228.651255707763,181.313926940639,0.318050342465753,73.2722842465753,89.6906860730594,0.932562785388128,0.239452054794521,957.374885844749,1.41309360730594,205.884703196347,2.45205479452055,8.55292978614656,0.263567616624522,0.075809765638698,0.014928213787929,12.3472903754655,9.82444578739145,49.9002658370233,383.124038478553,296.210703533115,230.763762568086,3.17198749162175,5.90237187167645,81.1736501835572,336.907348682982,271.889452316426,0.037246977136659,21.7663830084035,33.2384302804563,0.019211528205375,0.193910658788186,7.37489938702243,0.670032726254002,89.8245344024653,1.45477732191504,0.935730593607306,0.063698630136986,0.000570776255708,0,0,0,0.088127853881279,0.441552511415525,0.327739726027397,0.125456621004566,0.017123287671233,0,19.4857542502109
